Артикул,Бренд,Название,Характеристики,Аналоги,Марка,Модель
863814,Sidem,863814 Sidem Втулка стабілізатора,"Автозапчастини:Тип товару: втулка стабілізатора|
Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: двобічно|
Автозапчастини:Розташування на стабілізаторі: всередині|
Автозапчастини:Матеріал: гума|
Автозапчастини:Внутрішній діаметр: 21.00 мм|
Автозапчастини:Кількість на вісь: 2 шт|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"AUDI|
SEAT|
SKODA|
VW|
","Q3 позашляховик 2018 р. - 2021 р.,
Q3 позашляховик 2011 р. - Наш час,
A3 хетчбек 2003 р. - 2012 р.,
A3 кабріолет 2008 р. - 2013 р.,
A3 хетчбек 2004 р. - 2013 р.|
Altea мінівен 2006 р. - Наш час,
Leon хетчбек 2005 р. - 2021 р.,
Toledo мінівен 2004 р. - 2009 р.,
Leon хетчбек 1999 р. - 2006 р.,
Toledo седан 1998 р. - 2006 р.,
Altea мінівен 2004 р. - Наш час|
Superb хетчбек 2008 р. - 2015 р.,
Octavia хетчбек 2012 р. - Наш час,
Octavia універсал 2004 р. - 2013 р.,
Octavia хетчбек 2004 р. - 2013 р.,
Octavia хетчбек 1996 р. - 2010 р.,
Superb хетчбек 2015 р. - Наш час,
Superb універсал 2009 р. - 2015 р.,
Octavia універсал 2012 р. - Наш час,
Yeti позашляховик 2009 р. - Наш час,
Superb універсал 2015 р. - Наш час|
Caddy фургон 2015 р. - Наш час,
Tiguan позашляховик 2016 р. - Наш час,
Caddy фургон 2004 р. - 2015 р.,
Golf універсал 2007 р. - 2009 р.,
Scirocco купе 2008 р. - Наш час,
Touran мінівен 2015 р. - Наш час,
Touran мінівен 2003 р. - 2010 р.,
CC купе 2011 р. - Наш час,
Eos кабріолет 2006 р. - 2021 р.,
Golf хетчбек 2008 р. - 2013 р.,
Passat седан 2010 р. - 2014 р.,
Golf хетчбек 2003 р. - 2009 р.,
Passat седан 2014 р. - Наш час,
Golf хетчбек 2005 р. - 2013 р.,
Golf універсал 2009 р. - 2013 р.,
Passat універсал 2010 р. - 2015 р.,
Caddy універсал 2015 р. - Наш час,
Tiguan позашляховик 2007 р. - Наш час,
Passat універсал 2014 р. - Наш час,
Caddy універсал 2004 р. - 2015 р.,
Passat універсал 2005 р. - 2011 р.,
Passat універсал 2012 р. - 2014 р.,
Passat седан 2005 р. - 2010 р.,
Touran мінівен 2010 р. - 2015 р.,
Passat купе 2008 р. - 2012 р.|
"
2304001,Sasic,2304001 Sasic Втулка стабілізатора на Renault Laguna,"Автозапчастини:Тип товару: втулка стабілізатора|
Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: двобічно|
Автозапчастини:Розташування на стабілізаторі: всередині|
Автозапчастини:Матеріал: гума|
Автозапчастини:Внутрішній діаметр: 19.00 мм|
Автозапчастини:Кількість на вісь: 2 шт|
Автозапчастини:Вага: 0.02 кг|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","SPIDAN 411734|
FEBI BILSTEIN 28281|
MAPCO 36198|
MOOG RE-SB-6850|
SIDEM 805842|
MEYLE 11-16 615 0002|
SWAG 60 92 8281|
A.B.S. 271187|
","RENAULT|
","Laguna хетчбек 2001 р. - Наш час,
Laguna універсал 2001 р. - Наш час|
"
555132F100,Hyundai / Kia,555132F100 Hyundai / Kia Втулка стабілізатора на Kia Cerato,"Автозапчастини:Тип товару: втулка стабілізатора|
Автозапчастини:Розміщення: задній міст|
Автозапчастини:Сторона: двобічно|
Автозапчастини:Розташування на стабілізаторі: всередині|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"KIA|
","Cerato хетчбек 2004 р. - Наш час,
Cerato седан 2004 р. - Наш час|
"
6001547140,Renault / Dacia,6001547140 Renault / Dacia Втулка стабілізатора,"Автозапчастини:Тип товару: втулка стабілізатора|
Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: двобічно|
Автозапчастини:Розташування на стабілізаторі: всередині|
Автозапчастини:Матеріал: гума|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"DACIA|
RENAULT|
","Logan універсал 2013 р. - Наш час,
Sandero хетчбек 2012 р. - Наш час,
Logan пікап 2008 р. - Наш час,
Logan універсал 2007 р. - Наш час,
Sandero хетчбек 2008 р. - Наш час,
Logan фургон 2009 р. - Наш час,
Dokker універсал 2012 р. - Наш час,
Dokker фургон 2012 р. - Наш час,
Logan седан 2004 р. - Наш час,
Logan седан 2012 р. - Наш час,
Lodgy універсал 2012 р. - Наш час|
Logan універсал 2013 р. - Наш час,
Logan фургон 2007 р. - Наш час,
Sandero/Stepway хетчбек 2007 р. - Наш час,
Logan універсал 2007 р. - Наш час,
Symbol седан 2013 р. - Наш час,
Logan седан 2013 р. - Наш час,
Thalia седан 2008 р. - Наш час,
Logan седан 2004 р. - Наш час,
Sandero/Stepway хетчбек 2013 р. - Наш час|
"
555132E100,Hyundai / Kia,555132E100 Hyundai / Kia Втулка стабілізатора,"Автозапчастини:Тип товару: втулка стабілізатора|
Автозапчастини:Розміщення: задній міст|
Автозапчастини:Сторона: двобічно|
Автозапчастини:Розташування на стабілізаторі: всередині|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"HYUNDAI|
KIA|
","ix35 позашляховик 2009 р. - Наш час,
Trajet мінівен 2000 р. - 2008 р.,
Coupe купе 2001 р. - 2009 р.,
Tucson позашляховик 2004 р. - 2021 р.,
Elantra хетчбек 2000 р. - 2006 р.,
i30 хетчбек 2007 р. - 2011 р.|
Sportage позашляховик 2004 р. - Наш час,
Sportage позашляховик 2009 р. - Наш час,
Sportage позашляховик 1994 р. - 2004 р.|
"
30610009,SWAG,30 61 0009 SWAG Втулка стабілізатора,"Автозапчастини:Тип товару: втулка стабілізатора|
Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: двобічно|
Автозапчастини:Розташування на стабілізаторі: всередині|
Автозапчастини:Матеріал: гума|
Автозапчастини:Внутрішній діаметр: 21.00 мм|
Автозапчастини:Кількість на вісь: 2 шт|
Автозапчастини:Вага: 0.06 кг|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"AUDI|
SEAT|
SKODA|
VW|
","A3 хетчбек 1996 р. - 2003 р.,
TT кабріолет 1999 р. - 2006 р.,
TT купе 1998 р. - 2006 р.|
Leon хетчбек 1999 р. - 2006 р.,
Toledo седан 1998 р. - 2006 р.|
Octavia хетчбек 1996 р. - 2010 р.,
Octavia універсал 1998 р. - 2010 р.|
New Beetle хетчбек 1998 р. - 2010 р.,
New Beetle кабріолет 2002 р. - 2010 р.,
Golf універсал 1999 р. - 2006 р.,
Bora седан 1998 р. - 2013 р.,
Golf хетчбек 1997 р. - 2005 р.,
Bora універсал 1999 р. - 2005 р.|
"
548133K100,Hyundai / Kia,548133K100 Hyundai / Kia Втулка стабілізатора,"Автозапчастини:Тип товару: втулка стабілізатора|
Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: двобічно|
Автозапчастини:Розташування на стабілізаторі: всередині|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"HYUNDAI|
KIA|
","ix35 позашляховик 2009 р. - Наш час,
Sonata седан 2009 р. - 2015 р.,
i30 хетчбек 2007 р. - 2011 р.,
H-1 фургон 2008 р. - Наш час,
Genesis седан 2008 р. - 2021 р.,
H-1 фургон 1997 р. - 2008 р.,
Tucson позашляховик 2004 р. - 2021 р.,
Grandeur седан 2011 р. - Наш час,
Sonata седан 2005 р. - 2010 р.,
Equus седан 1999 р. - 2009 р.,
Trajet мінівен 2000 р. - 2008 р.,
Santa Fé позашляховик 2000 р. - 2006 р.,
H-1 автобус 2008 р. - Наш час,
Elantra хетчбек 2000 р. - 2006 р.,
Lantra седан 1995 р. - 2000 р.,
Genesis купе 2008 р. - Наш час,
H-1 мінівен 1997 р. - 2007 р.,
Equus седан 2009 р. - Наш час,
Grandeur седан 2003 р. - Наш час,
Coupe купе 2001 р. - 2009 р.,
Santa Fé позашляховик 2012 р. - Наш час,
ix55 позашляховик 2006 р. - Наш час,
Santa Fé позашляховик 2005 р. - 2012 р.,
Ioniq хетчбек 2016 р. - Наш час|
Sorento позашляховик 2015 р. - Наш час,
Opirus седан 2003 р. - Наш час,
Sorento позашляховик 2009 р. - Наш час,
Sorento позашляховик 2002 р. - Наш час|
"
40610011,SWAG,40 61 0011 SWAG Втулка стабілізатора,"Автозапчастини:Тип товару: втулка стабілізатора|
Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: двобічно|
Автозапчастини:Розташування на стабілізаторі: всередині|
Автозапчастини:Матеріал: гума|
Автозапчастини:Внутрішній діаметр: 22.00 мм|
Автозапчастини:Кількість на вісь: 2 шт|
Автозапчастини:Вага: 0.05 кг|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","RUVILLE 985304|
FEBI BILSTEIN 03885|
OPTIMAL F8-5331|
MAPCO 33730|
TOPRAN 200 456|
FORTUNE LINE FZ9450|
3RG 60421|
","OPEL|
VAUXHALL|
","Omega універсал 1986 р. - 1994 р.,
Omega седан 1986 р. - 1994 р.,
Senator седан 1987 р. - 1993 р.|
"
548132H000,Hyundai / Kia,548132H000 Hyundai / Kia Втулка стабілізатора,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: двобічно|
Автозапчастини:Розташування на стабілізаторі: всередині|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"HYUNDAI|
KIA|
","Elantra седан 2000 р. - 2006 р.,
ix35 позашляховик 2009 р. - Наш час,
Accent седан 2005 р. - 2010 р.,
i30 хетчбек 2007 р. - 2011 р.,
i30 купе 2013 р. - Наш час,
Elantra седан 2010 р. - Наш час,
Tucson позашляховик 2004 р. - 2021 р.,
Getz хетчбек 2002 р. - 2010 р.,
Matrix мінівен 2001 р. - 2010 р.,
Accent хетчбек 2005 р. - 2010 р.,
i30 хетчбек 2011 р. - Наш час,
Trajet мінівен 2000 р. - 2008 р.,
i40 седан 2012 р. - Наш час,
Elantra хетчбек 2000 р. - 2006 р.,
Elantra седан 2005 р. - 2011 р.,
Veloster купе 2011 р. - Наш час,
i30 універсал 2012 р. - Наш час,
i30 універсал 2007 р. - 2012 р.,
Coupe купе 2001 р. - 2009 р.,
i20 хетчбек 2008 р. - Наш час,
ix20 хетчбек 2010 р. - Наш час|
Ceed універсал 2012 р. - Наш час,
Magentis седан 2005 р. - Наш час,
Soul хетчбек 2009 р. - Наш час,
Cee'd хетчбек 2012 р. - Наш час,
Cee'd універсал 2007 р. - 2012 р.,
Cerato хетчбек 2004 р. - Наш час,
Cerato седан 2004 р. - Наш час,
Cerato купе 2009 р. - Наш час,
Cerato седан 2009 р. - Наш час,
Carens мінівен 2006 р. - Наш час,
Rio седан 2005 р. - Наш час,
Rio хетчбек 2005 р. - Наш час,
ProCeed хетчбек 2008 р. - 2013 р.,
Cee'd хетчбек 2006 р. - 2012 р.|
"
548121G100,Hyundai / Kia,548121G100 Hyundai / Kia Втулка стабілізатора,"Автозапчастини:Тип товару: втулка стабілізатора|
Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: двобічно|
Автозапчастини:Розташування на стабілізаторі: всередині|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"HYUNDAI|
KIA|
","Elantra седан 2000 р. - 2006 р.,
ix35 позашляховик 2009 р. - Наш час,
Sonata седан 1998 р. - 2005 р.,
Accent седан 2005 р. - 2010 р.,
i30 хетчбек 2007 р. - 2011 р.,
i30 купе 2013 р. - Наш час,
Getz хетчбек 2002 р. - 2010 р.,
Matrix мінівен 2001 р. - 2010 р.,
Accent седан 2010 р. - Наш час,
Accent хетчбек 2005 р. - 2010 р.,
i30 хетчбек 2011 р. - Наш час,
Accent хетчбек 1999 р. - 2005 р.,
Elantra хетчбек 2000 р. - 2006 р.,
Accent седан 1999 р. - 2006 р.,
XG седан 1998 р. - 2005 р.,
Elantra седан 2005 р. - 2011 р.,
Veloster купе 2011 р. - Наш час,
i30 універсал 2012 р. - Наш час,
i30 універсал 2007 р. - 2012 р.,
Coupe купе 2001 р. - 2009 р.,
i20 хетчбек 2008 р. - Наш час,
ix20 хетчбек 2010 р. - Наш час|
Magentis седан 2005 р. - Наш час,
Carens мінівен 2002 р. - Наш час,
Rio хетчбек 2011 р. - Наш час,
Opirus седан 2003 р. - Наш час,
Cee'd універсал 2007 р. - 2012 р.,
Rio седан 2000 р. - 2005 р.,
Cerato хетчбек 2004 р. - Наш час,
Cerato седан 2004 р. - Наш час,
Rio седан 2005 р. - Наш час,
Cerato седан 2009 р. - Наш час,
Carens мінівен 2006 р. - Наш час,
Rio седан 2010 р. - Наш час,
Rio хетчбек 2005 р. - Наш час,
ProCeed хетчбек 2008 р. - 2013 р.,
Cee'd хетчбек 2006 р. - 2012 р.|
"
17729,Febi,17729 Febi Втулка стабілізатора,"Автозапчастини:Тип товару: втулка стабілізатора|
Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: двобічно|
Автозапчастини:Розташування на стабілізаторі: всередині|
Автозапчастини:Матеріал: гума|
Автозапчастини:Внутрішній діаметр: 16.00 мм|
Автозапчастини:Кількість на вісь: 2 шт|
Автозапчастини:Вага: 0.04 кг|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","SPIDAN 411187|
RUVILLE 985359|
QUINTON HAZELL EMB7110|
DELPHI TD526W|
NK 5103623|
OPTIMAL F8-5211|
MAPCO 33789|
MOOG OP-SB-6806|
","OPEL|
SAAB|
VAUXHALL|
","Vectra хетчбек 1995 р. - 2003 р.,
Astra седан 1998 р. - 2009 р.,
Vectra універсал 1996 р. - 2003 р.,
Combo легковий фургон 2001 р. - Наш час,
Astra хетчбек 1998 р. - 2009 р.,
Combo мінівен 2001 р. - Наш час,
Corsa хетчбек 2000 р. - 2009 р.,
Vectra седан 1995 р. - 2002 р.,
Corsa фургон 2000 р. - Наш час,
Tigra кабріолет 2004 р. - Наш час,
Astra універсал 1998 р. - 2009 р.|
9-5 седан 1997 р. - 2009 р.|
"
20414AG070,Subaru,20414AG070 Subaru Втулка стабілізатора,"Автозапчастини:Тип товару: втулка стабілізатора|
Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: двобічно|
Автозапчастини:Розташування на стабілізаторі: всередині|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"SUBARU|
","Impreza хетчбек 2007 р. - Наш час,
Legacy седан 2009 р. - Наш час,
XV позашляховик 2011 р. - Наш час,
Impreza хетчбек 2000 р. - 2007 р.,
WRX седан 2011 р. - Наш час,
Impreza седан 2011 р. - Наш час,
Impreza седан 2007 р. - Наш час,
Impreza хетчбек 2011 р. - Наш час,
Impreza універсал 2000 р. - Наш час,
Impreza універсал 2007 р. - 2012 р.,
Forester позашляховик 2008 р. - Наш час,
Legacy седан 2003 р. - 2015 р.,
Legacy універсал 1998 р. - 2003 р.,
Legacy універсал 2003 р. - 2009 р.,
Outback універсал 2003 р. - 2010 р.,
Impreza седан 1999 р. - Наш час,
Forester позашляховик 2013 р. - Наш час,
Legacy седан 1998 р. - 2003 р.|
"
4056A079,Mitsubishi,4056A079 Mitsubishi Втулка стабілізатора,"Автозапчастини:Тип товару: втулка стабілізатора|
Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: двобічно|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"CITROËN|
MITSUBISHI|
PEUGEOT|
","C4 позашляховик 2010 р. - Наш час,
C-Crosser позашляховик 2007 р. - Наш час,
C-Crosser фургон 2009 р. - Наш час|
Lancer хетчбек 2007 р. - Наш час,
Outlander позашляховик 2001 р. - 2007 р.,
Outlander фургон 2006 р. - 2012 р.,
Outlander фургон 2013 р. - Наш час,
Lancer седан 2000 р. - 2013 р.,
ASX позашляховик 2010 р. - Наш час,
ASX фургон 2010 р. - Наш час,
Outlander позашляховик 2006 р. - 2012 р.,
Pajero позашляховик 2006 р. - Наш час,
Lancer седан 2007 р. - Наш час,
Outlander позашляховик 2012 р. - Наш час|
4008 позашляховик 2012 р. - Наш час,
4007 позашляховик 2007 р. - Наш час|
"
4005153,Sasic,4005153 Sasic Втулка стабілізатора,"Автозапчастини:Тип товару: втулка стабілізатора|
Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: двобічно|
Автозапчастини:Розташування на стабілізаторі: всередині|
Автозапчастини:Матеріал: гума|
Автозапчастини:Внутрішній діаметр: 23.00 мм|
Автозапчастини:Кількість на вісь: 2 шт|
Автозапчастини:Вага: 0.03 кг|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","SPIDAN 411287|
SIDEM 805834|
DENCKERMANN D300184|
LEMFÖRDER 34571 01|
MONROE L25820|
FEBI BILSTEIN 27446|
MAPCO 33127|
MOOG RE-SB-3758|
","DACIA|
RENAULT|
","Sandero хетчбек 2012 р. - Наш час,
Logan пікап 2008 р. - Наш час,
Logan універсал 2007 р. - Наш час,
Sandero хетчбек 2008 р. - Наш час,
Logan фургон 2009 р. - Наш час,
Dokker універсал 2012 р. - Наш час,
Dokker фургон 2012 р. - Наш час,
Logan седан 2004 р. - Наш час,
Logan седан 2012 р. - Наш час,
Lodgy універсал 2012 р. - Наш час|
Logan седан 2004 р. - Наш час,
Logan універсал 2007 р. - Наш час,
Logan седан 2013 р. - Наш час,
Sandero/Stepway хетчбек 2007 р. - Наш час|
"
09519,Febi,09519 Febi Втулка стабілізатора,"Автозапчастини:Тип товару: втулка стабілізатора|
Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: двобічно|
Автозапчастини:Розташування на стабілізаторі: всередині|
Автозапчастини:Матеріал: гума|
Автозапчастини:Внутрішній діаметр: 17.00 мм|
Автозапчастини:Кількість на вісь: 2 шт|
Автозапчастини:Вага: 0.03 кг|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","MOOG VO-SB-6725|
SPIDAN 411130|
DELPHI TD529W|
NK 5104742|
OPTIMAL F8-3042|
SIDEM 863804|
CORTECO 80000137|
MEYLE 100 411 0000|
","SEAT|
VW|
","Cordoba універсал 1996 р. - 2002 р.,
Cordoba седан 1993 р. - 2002 р.,
Cordoba седан 1999 р. - 2002 р.,
Toledo хетчбек 1991 р. - 1999 р.,
Ibiza хетчбек 1993 р. - 2002 р.,
Cordoba універсал 1999 р. - 2002 р.,
Ibiza хетчбек 1999 р. - 2002 р.,
Inca фургон 1995 р. - 2003 р.|
Vento седан 1991 р. - 1998 р.,
Polo універсал 1997 р. - 2001 р.,
Golf універсал 1993 р. - 1999 р.,
Caddy фургон 1995 р. - 2004 р.,
Corrado купе 1987 р. - 1995 р.,
Golf хетчбек 1991 р. - 1998 р.,
Polo седан 1995 р. - 2006 р.,
Caddy пікап 1996 р. - 2000 р.,
Golf хетчбек 1983 р. - 1992 р.,
Jetta седан 1983 р. - 1992 р.,
Golf кабріолет 1993 р. - 1998 р.,
Caddy універсал 1995 р. - 2004 р.,
Golf кабріолет 1998 р. - 2002 р.|
"
