Артикул,Бренд,Название,Характеристики,Аналоги,Марка,Модель
06666,Febi,06666 Febi Болт головки циліндра, , ,"AUDI|
SEAT|
VW|
","90 седан 1984 р. - 1987 р.,
80 купе 1988 р. - 1996 р.,
A4 седан 1994 р. - 2001 р.,
100 седан 1990 р. - 1994 р.,
80 купе 1980 р. - 1991 р.,
100 універсал 1977 р. - 1983 р.,
200 седан 1983 р. - 1991 р.,
100 універсал 1982 р. - 1990 р.,
A6 седан 1994 р. - 1997 р.,
90 седан 1987 р. - 1991 р.,
80 купе 1980 р. - 1988 р.,
80 седан 1986 р. - 1991 р.,
80 седан 1978 р. - 1987 р.,
80 седан 1991 р. - 1994 р.,
100 універсал 1990 р. - 1994 р.,
80 універсал 1991 р. - 1996 р.,
80 кабріолет 1991 р. - 2000 р.,
200 універсал 1983 р. - 1991 р.,
A6 універсал 1994 р. - 1997 р.,
100 седан 1982 р. - 1991 р.,
100 седан 1976 р. - 1982 р.|
Cordoba універсал 1996 р. - 2002 р.,
Inca фургон 1995 р. - 2003 р.,
Ibiza хетчбек 1993 р. - 2002 р.,
Cordoba седан 1993 р. - 2002 р.,
Alhambra мінівен 1996 р. - 2010 р.,
Toledo хетчбек 1991 р. - 1999 р.,
Alhambra фургон 1996 р. - 2010 р.|
Vento седан 1991 р. - 1998 р.,
Polo хетчбек 1981 р. - 1994 р.,
Polo седан 1985 р. - 1994 р.,
Passat універсал 1973 р. - 1981 р.,
Passat універсал 1988 р. - 1997 р.,
Polo універсал 1997 р. - 2001 р.,
Golf універсал 1993 р. - 1999 р.,
Passat хетчбек 1979 р. - 1989 р.,
Jetta седан 1978 р. - 1987 р.,
Passat універсал 1980 р. - 1989 р.,
Golf хетчбек 1983 р. - 1992 р.,
Passat хетчбек 1973 р. - 1981 р.,
Polo хетчбек 1994 р. - 1999 р.,
Jetta седан 1983 р. - 1992 р.,
Scirocco купе 1980 р. - 1992 р.,
Scirocco купе 1974 р. - 1980 р.,
Golf кабріолет 1993 р. - 1998 р.,
Golf хетчбек 1991 р. - 1998 р.,
Polo фургон 1992 р. - 1994 р.,
Caddy фургон 1995 р. - 2004 р.,
Golf хетчбек 1974 р. - 1985 р.,
Golf кабріолет 1998 р. - 2002 р.,
Passat седан 1984 р. - 1989 р.,
Caddy пікап 1979 р. - 1992 р.,
Passat легковий фургон 1988 р. - 1996 р.,
Sharan мінівен 1995 р. - 2010 р.,
Golf кабріолет 1979 р. - 1993 р.,
Polo купе 1981 р. - 1994 р.,
Corrado купе 1987 р. - 1995 р.,
Passat седан 1988 р. - 1997 р.,
Polo седан 1995 р. - 2006 р.|
"
143208901,Reinz,14-32089-01 Reinz Болт головки циліндра, , ,"DACIA|
RENAULT|
","Logan седан 2004 р. - Наш час,
Lodgy універсал 2012 р. - Наш час,
Sandero хетчбек 2012 р. - Наш час,
Logan універсал 2007 р. - Наш час,
Logan фургон 2009 р. - Наш час,
Solenza хетчбек 2003 р. - Наш час,
Dokker універсал 2012 р. - Наш час,
Logan пікап 2008 р. - Наш час,
Dokker фургон 2012 р. - Наш час,
Sandero хетчбек 2008 р. - Наш час|
Logan седан 2004 р. - Наш час,
Megane універсал 1999 р. - 2003 р.,
Clio хетчбек 1998 р. - Наш час,
Kangoo мінівен 2008 р. - Наш час,
19 хетчбек 1991 р. - 2001 р.,
19 фургон 1988 р. - 1992 р.,
Megane седан 1996 р. - 2008 р.,
Megane купе 1996 р. - 2003 р.,
Clio фургон 1991 р. - 1998 р.,
Megane Scenic мінівен 1996 р. - 2001 р.,
Thalia седан 1998 р. - Наш час,
Kangoo Express фургон 2008 р. - Наш час,
19 фургон 1992 р. - 1995 р.,
Megane хетчбек 1995 р. - 2004 р.,
19 седан 1992 р. - 2003 р.,
Kangoo Express фургон 1997 р. - Наш час,
Logan універсал 2007 р. - Наш час,
Kangoo мінівен 1997 р. - Наш час,
Rapid фургон 1985 р. - 2001 р.,
Clio хетчбек 1990 р. - 1998 р.,
19 седан 1988 р. - 1992 р.,
19 хетчбек 1988 р. - 1994 р.,
Sandero/Stepway хетчбек 2007 р. - Наш час,
Megane кабріолет 1996 р. - 2003 р.|
"
143203701,Reinz,14-32037-01 Reinz Болт головки циліндра, ,"FEBI BILSTEIN 05979|
","CHEVROLET|
DAEWOO|
OPEL|
VAUXHALL|
","Zafira мінівен 1999 р. - 2012 р.,
Astra хетчбек 1998 р. - 2011 р.,
Astra седан 1999 р. - 2011 р.|
Nexia седан 1995 р. - 2008 р.,
Prince седан 1990 р. - 1999 р.,
Lemans седан 1990 р. - 1997 р.,
Espero седан 1991 р. - 1999 р.|
Astra хетчбек 1991 р. - 1998 р.,
Vectra універсал 1996 р. - 2003 р.,
Vectra седан 1995 р. - 2002 р.,
Kadett універсал 1979 р. - 1984 р.,
Frontera позашляховик 1992 р. - 1998 р.,
Vectra седан 1988 р. - 1995 р.,
Kadett кабріолет 1986 р. - 1993 р.,
Astra універсал 1991 р. - 1998 р.,
Kadett хетчбек 1984 р. - 1991 р.,
Omega універсал 1994 р. - 2003 р.,
Ascona хетчбек 1981 р. - 1988 р.,
Kadett седан 1984 р. - 1993 р.,
Astra седан 1991 р. - 1998 р.,
Kadett фургон 1986 р. - 1994 р.,
Omega універсал 1986 р. - 1994 р.,
Astra кабріолет 1993 р. - 2001 р.,
Vectra хетчбек 1995 р. - 2003 р.,
Ascona седан 1981 р. - 1988 р.,
Kadett універсал 1984 р. - 1991 р.,
Kadett фургон 1984 р. - 1993 р.,
Vectra хетчбек 1988 р. - 1995 р.,
Omega седан 1994 р. - 2003 р.,
Calibra купе 1990 р. - 1997 р.,
Omega седан 1986 р. - 1994 р.,
Kadett хетчбек 1979 р. - 1984 р.|
"
143212101,Reinz,14-32121-01 Reinz Болт головки циліндра, , ,"AUDI|
FORD|
SEAT|
SKODA|
VW|
","A3 хетчбек 2003 р. - 2012 р.,
A4 седан 1994 р. - 2001 р.,
A4 універсал 2004 р. - 2008 р.,
A3 хетчбек 1996 р. - 2003 р.,
A4 седан 2004 р. - 2008 р.,
A4 універсал 1994 р. - 2001 р.,
A4 універсал 2001 р. - 2004 р.,
A3 хетчбек 2004 р. - 2013 р.,
A6 седан 1997 р. - 2005 р.,
A6 універсал 1997 р. - 2005 р.,
A4 кабріолет 2002 р. - 2009 р.,
A4 седан 2000 р. - 2004 р.,
A3 кабріолет 2008 р. - 2013 р.|
Galaxy мінівен 1995 р. - 2006 р.|
Ibiza купе 2008 р. - Наш час,
Ibiza хетчбек 2008 р. - Наш час,
Leon хетчбек 1999 р. - 2006 р.,
Toledo мінівен 2004 р. - 2009 р.,
Toledo седан 1998 р. - 2006 р.,
Leon хетчбек 2005 р. - 2021 р.,
Altea мінівен 2006 р. - Наш час,
Altea мінівен 2004 р. - Наш час,
Alhambra мінівен 1996 р. - 2010 р.,
Alhambra фургон 1996 р. - 2010 р.,
Cordoba седан 2002 р. - 2009 р.,
Ibiza хетчбек 2002 р. - 2009 р.|
Fabia універсал 2000 р. - 2007 р.,
Fabia хетчбек 1999 р. - 2008 р.,
Octavia універсал 1998 р. - 2010 р.,
Superb хетчбек 2008 р. - 2015 р.,
Roomster мінівен 2006 р. - 2015 р.,
Superb седан 2001 р. - 2008 р.,
Fabia седан 1999 р. - 2007 р.,
Octavia універсал 2004 р. - 2013 р.,
Fabia універсал 2007 р. - 2014 р.,
Octavia хетчбек 2004 р. - 2013 р.,
Fabia хетчбек 2006 р. - 2014 р.,
Octavia хетчбек 1996 р. - 2010 р.,
Superb універсал 2009 р. - 2015 р.|
Caddy фургон 2004 р. - 2015 р.,
Bora універсал 1999 р. - 2005 р.,
Polo седан 2002 р. - Наш час,
New Beetle хетчбек 1998 р. - 2010 р.,
Caddy універсал 2004 р. - 2015 р.,
Golf універсал 2007 р. - 2009 р.,
Transporter з бортом 2003 р. - Наш час,
Passat седан 2000 р. - 2005 р.,
Jetta седан 2005 р. - 2010 р.,
Passat седан 2005 р. - 2010 р.,
Golf універсал 1999 р. - 2006 р.,
Polo хетчбек 2001 р. - 2012 р.,
Transporter автобус 2003 р. - Наш час,
New Beetle кабріолет 2002 р. - 2010 р.,
Passat універсал 2005 р. - 2011 р.,
Eos кабріолет 2006 р. - 2021 р.,
Passat універсал 1997 р. - 2001 р.,
Passat універсал 2000 р. - 2005 р.,
Multivan мінівен 2003 р. - Наш час,
Golf хетчбек 2005 р. - 2013 р.,
Golf хетчбек 1997 р. - 2005 р.,
Sharan мінівен 1995 р. - 2010 р.,
Golf хетчбек 2003 р. - 2009 р.,
Touran мінівен 2003 р. - 2010 р.,
Passat седан 1996 р. - 2001 р.,
Bora седан 1998 р. - 2013 р.,
Transporter фургон 2003 р. - Наш час|
"
HBS102,Payen,HBS102 Payen Болт головки циліндра, ,"FAI AutoParts B986|
FEBI BILSTEIN 19417|
FEBI BILSTEIN 19444|
CORTECO 016213B|
SWAG 60 91 9444|
","DACIA|
NISSAN|
RENAULT|
","Logan седан 2004 р. - Наш час,
Logan універсал 2007 р. - Наш час,
Logan фургон 2009 р. - Наш час,
Solenza хетчбек 2003 р. - Наш час,
Logan пікап 2008 р. - Наш час,
Sandero хетчбек 2008 р. - Наш час|
Kubistar мінівен 2003 р. - 2009 р.|
Logan седан 2004 р. - Наш час,
Megane універсал 1999 р. - 2003 р.,
Clio хетчбек 1998 р. - Наш час,
Kangoo мінівен 2008 р. - Наш час,
19 хетчбек 1991 р. - 2001 р.,
19 фургон 1988 р. - 1992 р.,
Megane седан 1996 р. - 2008 р.,
Megane купе 1996 р. - 2003 р.,
Clio фургон 1991 р. - 1998 р.,
Megane Scenic мінівен 1996 р. - 2001 р.,
Thalia седан 2008 р. - Наш час,
Thalia седан 1998 р. - Наш час,
Kangoo Express фургон 2008 р. - Наш час,
19 фургон 1992 р. - 1995 р.,
Megane хетчбек 1995 р. - 2004 р.,
19 седан 1992 р. - 2003 р.,
Kangoo Express фургон 1997 р. - Наш час,
Logan універсал 2007 р. - Наш час,
Kangoo мінівен 1997 р. - Наш час,
Rapid фургон 1985 р. - 2001 р.,
Clio хетчбек 1990 р. - 1998 р.,
Logan фургон 2007 р. - Наш час,
19 седан 1988 р. - 1992 р.,
19 хетчбек 1988 р. - 1994 р.,
Sandero/Stepway хетчбек 2007 р. - Наш час,
Megane кабріолет 1996 р. - 2003 р.|
"
BK6393,BGA,BK6393 BGA Болт головки циліндра, , ,"AUDI|
FORD|
SEAT|
SKODA|
VW|
","80 седан 1991 р. - 1994 р.,
80 седан 1986 р. - 1991 р.,
80 універсал 1991 р. - 1996 р.,
80 кабріолет 1991 р. - 2000 р.,
A3 хетчбек 1996 р. - 2003 р.,
A4 універсал 1994 р. - 2001 р.,
A6 седан 1994 р. - 1997 р.,
A6 універсал 1994 р. - 1997 р.,
80 седан 1978 р. - 1987 р.,
A6 седан 1997 р. - 2005 р.,
A6 універсал 1997 р. - 2005 р.,
A4 седан 1994 р. - 2001 р.,
90 седан 1987 р. - 1991 р.|
Escort хетчбек 1995 р. - 2002 р.,
Escort хетчбек 1992 р. - 1995 р.,
Galaxy мінівен 1995 р. - 2006 р.|
Cordoba універсал 1996 р. - 2002 р.,
Terra фургон 1987 р. - 1996 р.,
Leon хетчбек 1999 р. - 2006 р.,
Ibiza хетчбек 1999 р. - 2002 р.,
Terra універсал 1987 р. - 1996 р.,
Arosa хетчбек 1997 р. - 2004 р.,
Toledo седан 1998 р. - 2006 р.,
Cordoba універсал 1999 р. - 2002 р.,
Inca фургон 1995 р. - 2003 р.,
Cordoba седан 1993 р. - 2002 р.,
Cordoba седан 1999 р. - 2002 р.,
Alhambra мінівен 1996 р. - 2010 р.,
Ibiza хетчбек 1993 р. - 2002 р.,
Toledo хетчбек 1991 р. - 1999 р.,
Cordoba седан 2002 р. - 2009 р.,
Ibiza хетчбек 2002 р. - 2009 р.|
Fabia універсал 2000 р. - 2007 р.,
Felicia хетчбек 1998 р. - 2001 р.,
Fabia хетчбек 1999 р. - 2008 р.,
Fabia фургон 2001 р. - 2007 р.,
Octavia універсал 1998 р. - 2010 р.,
Felicia хетчбек 1994 р. - 1998 р.,
Felicia універсал 1998 р. - 2001 р.,
Felicia пікап 1995 р. - 2002 р.,
Fabia седан 1999 р. - 2007 р.,
Octavia хетчбек 1996 р. - 2010 р.,
Felicia універсал 1995 р. - 1998 р.|
Vento седан 1991 р. - 1998 р.,
Polo хетчбек 1981 р. - 1994 р.,
Bora універсал 1999 р. - 2005 р.,
Polo седан 1985 р. - 1994 р.,
Polo седан 2002 р. - Наш час,
Transporter фургон 1990 р. - 2003 р.,
New Beetle хетчбек 1998 р. - 2010 р.,
Transporter фургон 1979 р. - 1992 р.,
Polo фургон 1994 р. - 1999 р.,
Lupo хетчбек 1998 р. - 2005 р.,
Passat універсал 1988 р. - 1997 р.,
Polo універсал 1997 р. - 2001 р.,
Golf універсал 1993 р. - 1999 р.,
Passat хетчбек 1979 р. - 1989 р.,
Jetta седан 1978 р. - 1987 р.,
Passat універсал 1980 р. - 1989 р.,
Golf хетчбек 1983 р. - 1992 р.,
Polo хетчбек 1994 р. - 1999 р.,
Jetta седан 1983 р. - 1992 р.,
Golf універсал 1999 р. - 2006 р.,
Golf кабріолет 1993 р. - 1998 р.,
Golf хетчбек 1991 р. - 1998 р.,
Polo фургон 1992 р. - 1994 р.,
Caddy фургон 1995 р. - 2004 р.,
Polo хетчбек 2001 р. - 2012 р.,
Golf хетчбек 1974 р. - 1985 р.,
Caddy універсал 1995 р. - 2004 р.,
Transporter автобус 1990 р. - 2003 р.,
Passat універсал 1997 р. - 2001 р.,
Transporter з бортом 1979 р. - 1992 р.,
Caddy пікап 1996 р. - 2000 р.,
Golf кабріолет 1998 р. - 2002 р.,
Passat седан 1984 р. - 1989 р.,
Caddy пікап 1979 р. - 1992 р.,
Golf хетчбек 1997 р. - 2005 р.,
Sharan мінівен 1995 р. - 2010 р.,
Polo купе 1981 р. - 1994 р.,
Transporter автобус 1979 р. - 1992 р.,
Passat седан 1996 р. - 2001 р.,
Bora седан 1998 р. - 2013 р.,
Passat седан 1988 р. - 1997 р.,
Polo седан 1995 р. - 2006 р.,
Transporter з бортом 1990 р. - 2003 р.,
Polo хетчбек 1999 р. - 2001 р.|
"
BK6358,BGA,BK6358 BGA Болт головки циліндра, , ,"FORD|
","Sierra хетчбек 1982 р. - 1987 р.,
Transit з бортом 1991 р. - 1994 р.,
Transit фургон 1991 р. - 1994 р.,
Sierra універсал 1987 р. - 1993 р.,
Transit фургон 1985 р. - 1992 р.,
Transit фургон 1977 р. - 1986 р.,
Scorpio хетчбек 1985 р. - 1994 р.,
Sierra універсал 1982 р. - 1986 р.,
Transit автобус 1991 р. - 1994 р.,
Transit з бортом 1977 р. - 1986 р.,
Transit з бортом 1985 р. - 1992 р.,
Scorpio седан 1986 р. - 1994 р.,
Transit автобус 1977 р. - 1986 р.,
Sierra седан 1987 р. - 1993 р.,
Escort седан 1973 р. - 1981 р.,
Transit автобус 1985 р. - 1992 р.,
P 100 II пікап 1987 р. - 1992 р.,
Sierra хетчбек 1987 р. - 1993 р.|
"
BK5362,BGA,BK5362 BGA Болт головки циліндра, , ,"DACIA|
MITSUBISHI|
NISSAN|
OPEL|
RENAULT|
SUZUKI|
VAUXHALL|
VOLVO|
","Solenza хетчбек 2003 р. - Наш час|
Space Star мінівен 1998 р. - 2004 р.,
Carisma хетчбек 1995 р. - 2006 р.,
Carisma седан 1996 р. - 2006 р.|
Primera універсал 2002 р. - Наш час,
Interstar фургон 2002 р. - Наш час,
Primera хетчбек 2002 р. - Наш час,
Primastar фургон 2002 р. - Наш час,
Primera седан 2002 р. - Наш час,
Interstar автобус 2002 р. - Наш час,
Primastar автобус 2001 р. - Наш час|
Vivaro фургон 2001 р. - Наш час,
Arena автобус 1997 р. - 2001 р.,
Movano фургон 1999 р. - Наш час,
Vivaro з бортом 2001 р. - Наш час,
Arena автобус 1998 р. - 2001 р.,
Vivaro автобус 2001 р. - Наш час,
Arena фургон 1998 р. - 2001 р.,
Movano автобус 1998 р. - Наш час,
Arena фургон 1997 р. - 2001 р.|
Clio фургон 1998 р. - Наш час,
Espace мінівен 2002 р. - Наш час,
Megane кабріолет 2003 р. - 2009 р.,
Megane кабріолет 2010 р. - Наш час,
Megane купе 2008 р. - Наш час,
Clio хетчбек 1998 р. - Наш час,
Megane універсал 1999 р. - 2003 р.,
Megane універсал 2008 р. - Наш час,
Trafic фургон 1989 р. - 2001 р.,
19 хетчбек 1991 р. - 2001 р.,
Master автобус 1998 р. - Наш час,
Megane седан 1996 р. - 2008 р.,
Laguna універсал 2001 р. - Наш час,
Trafic автобус 2001 р. - Наш час,
Megane купе 1996 р. - 2003 р.,
Grand Scénic мінівен 2004 р. - Наш час,
Megane хетчбек 2008 р. - Наш час,
Grand Scénic мінівен 2009 р. - Наш час,
Megane універсал 2003 р. - 2012 р.,
Trafic з бортом 2001 р. - Наш час,
Megane Scenic мінівен 1996 р. - 2001 р.,
19 фургон 1992 р. - 1995 р.,
Master фургон 1998 р. - Наш час,
Trafic фургон 2001 р. - Наш час,
19 седан 1992 р. - 2003 р.,
Laguna універсал 1995 р. - 2002 р.,
Kangoo Express фургон 1997 р. - Наш час,
Laguna хетчбек 1993 р. - 2002 р.,
Scénic мінівен 1999 р. - 2003 р.,
Kangoo мінівен 1997 р. - Наш час,
Laguna хетчбек 2001 р. - Наш час,
Trafic автобус 1989 р. - 2001 р.,
Scénic мінівен 2009 р. - Наш час,
Scénic мінівен 2003 р. - Наш час,
19 седан 1988 р. - 1992 р.,
Megane хетчбек 2002 р. - 2011 р.,
Espace мінівен 1996 р. - 2002 р.,
Megane хетчбек 1995 р. - 2004 р.,
Megane седан 2003 р. - Наш час|
Grand Vitara позашляховик 2005 р. - Наш час|
V40 універсал 1995 р. - 2004 р.,
460 L седан 1988 р. - 1996 р.,
440 K хетчбек 1988 р. - 1996 р.,
S40 седан 1995 р. - 2004 р.|
"
803050,Elring,803.050 Elring Болт головки циліндра, , ,"CHEVROLET|
HONDA|
ISUZU|
MAZDA|
OPEL|
VAUXHALL|
","Corsa хетчбек 1994 р. - 2010 р.,
Corsa універсал 1996 р. - 2010 р.,
Corsa седан 1994 р. - 2010 р.,
Corsa пікап 1994 р. - 2010 р.|
Civic хетчбек 1999 р. - 2006 р.|
Gemini хетчбек 1985 р. - 1990 р.,
Gemini седан 1990 р. - 1993 р.,
Gemini седан 1984 р. - 1990 р.,
Gemini седан 1974 р. - 1985 р.,
Gemini хетчбек 1990 р. - 1993 р.|
323 седан 1992 р. - 2003 р.|
Astra хетчбек 1998 р. - 2009 р.,
Corsa універсал 1999 р. - 2002 р.,
Corsa фургон 1999 р. - 2000 р.,
Astra хетчбек 1991 р. - 1998 р.,
Vectra універсал 1996 р. - 2003 р.,
Vectra седан 1995 р. - 2002 р.,
Corsa седан 1982 р. - 1993 р.,
Corsa фургон 1986 р. - 1994 р.,
Vectra седан 1988 р. - 1995 р.,
Corsa хетчбек 1993 р. - 2002 р.,
Combo фургон 1994 р. - 2001 р.,
Astra універсал 1991 р. - 1998 р.,
Astra седан 1998 р. - 2009 р.,
Kadett хетчбек 1984 р. - 1991 р.,
Kadett седан 1984 р. - 1993 р.,
Astra седан 1991 р. - 1998 р.,
Combo мінівен 2001 р. - Наш час,
Astra хетчбек 2004 р. - 2014 р.,
Combo легковий фургон 2001 р. - Наш час,
Meriva мінівен 2003 р. - 2010 р.,
Corsa фургон 2000 р. - Наш час,
Vectra хетчбек 1995 р. - 2003 р.,
Kadett універсал 1984 р. - 1991 р.,
Vectra хетчбек 1988 р. - 1995 р.,
Astra універсал 1998 р. - 2009 р.,
Astra седан 2007 р. - 2014 р.,
Astra фургон 2004 р. - 2010 р.,
Astra універсал 2004 р. - 2014 р.,
Corsa хетчбек 1982 р. - 1993 р.,
Astra хетчбек 2005 р. - 2010 р.,
Corsa хетчбек 2000 р. - 2009 р.,
Astra фургон 1991 р. - 1999 р.,
Astra фургон 1999 р. - 2005 р.|
"
143207501,Reinz,14-32075-01 Reinz Болт головки циліндра, , ,"CITROËN|
FIAT|
PEUGEOT|
","Berlingo фургон 1996 р. - 2011 р.,
BX хетчбек 1982 р. - 1994 р.,
Nemo фургон 2008 р. - Наш час,
Xsara купе 1998 р. - 2005 р.,
ZX хетчбек 1991 р. - 1999 р.,
Berlingo мінівен 1996 р. - 2011 р.,
C15 фургон 1984 р. - 2005 р.,
C3 хетчбек 2002 р. - Наш час,
BX універсал 1983 р. - 1994 р.,
C3 хетчбек 2009 р. - Наш час,
Xsara універсал 1997 р. - 2010 р.,
Xsara мінівен 1999 р. - Наш час,
Nemo універсал 2009 р. - Наш час,
C3 кабріолет 2003 р. - Наш час,
Xsara хетчбек 1997 р. - 2005 р.,
ZX універсал 1993 р. - 1999 р.,
AX хетчбек 1986 р. - 1998 р.,
C2 хетчбек 2003 р. - Наш час,
Saxo хетчбек 1996 р. - 2004 р.,
C15 універсал 1987 р. - 2000 р.|
Qubo мінівен 2008 р. - Наш час,
Fiorino мінівен 2007 р. - 2021 р.,
Fiorino легковий фургон 2007 р. - Наш час|
306 хетчбек 1993 р. - 2003 р.,
309 хетчбек 1985 р. - 1989 р.,
206 універсал 2002 р. - Наш час,
Bipper універсал 2008 р. - Наш час,
306 седан 1993 р. - 2003 р.,
306 кабріолет 1994 р. - 2002 р.,
Partner фургон 2008 р. - 2015 р.,
205 хетчбек 1987 р. - 1998 р.,
307 хетчбек 2000 р. - Наш час,
309 хетчбек 1989 р. - 1993 р.,
207 хетчбек 2006 р. - Наш час,
Partner мінівен 1996 р. - 2015 р.,
309 фургон/хетчбек 1985 р. - 1993 р.,
206 хетчбек 1998 р. - Наш час,
205 кабріолет 1986 р. - 1994 р.,
405 універсал 1992 р. - 1998 р.,
Bipper фургон 2008 р. - Наш час,
306 універсал 1994 р. - 2002 р.,
206 хетчбек 2009 р. - Наш час,
Partner мінівен 2008 р. - 2013 р.,
206 седан 2007 р. - Наш час,
106 фургон 1991 р. - 2001 р.,
405 седан 1992 р. - 1999 р.,
106 хетчбек 1991 р. - 1996 р.,
207 фургон 2007 р. - Наш час,
106 хетчбек 1996 р. - Наш час,
1007 хетчбек 2005 р. - Наш час,
207 універсал 2007 р. - Наш час,
205 фургон 1983 р. - 1990 р.,
307 універсал 2002 р. - Наш час,
Partner фургон 1996 р. - 2015 р.|
"
143210301,Reinz,14-32103-01 Reinz Болт головки циліндра, , ,"ALFA ROMEO|
CHEVROLET|
DAEWOO|
FIAT|
OPEL|
SAAB|
VAUXHALL|
","159 седан 2005 р. - 2012 р.,
159 універсал 2006 р. - 2012 р.|
Corsa хетчбек 1994 р. - 2010 р.,
Corsa седан 1994 р. - 2010 р.,
Niva позашляховик 2002 р. - Наш час,
Aveo седан 2011 р. - Наш час,
Cruze седан 2009 р. - Наш час,
Aveo седан 2005 р. - Наш час,
Cruze універсал 2012 р. - Наш час,
Orlando мінівен 2010 р. - Наш час,
Cruze хетчбек 2010 р. - Наш час,
Tracker позашляховик 2012 р. - Наш час,
Aveo хетчбек 2007 р. - Наш час,
Aveo хетчбек 2011 р. - Наш час|
Nexia седан 1995 р. - 2008 р.|
Croma універсал 2005 р. - Наш час,
Stilo легковий фургон 2001 р. - 2008 р.,
Stilo універсал 2003 р. - 2008 р.,
Stilo хетчбек 2001 р. - 2010 р.|
Insignia хетчбек 2008 р. - Наш час,
Astra хетчбек 1998 р. - 2009 р.,
Corsa універсал 1999 р. - 2002 р.,
Astra хетчбек 1998 р. - 2002 р.,
Astra хетчбек 1991 р. - 1998 р.,
Vectra універсал 1996 р. - 2003 р.,
Vectra седан 1995 р. - 2002 р.,
Astra кабріолет 2005 р. - 2010 р.,
Zafira мінівен 2005 р. - Наш час,
Astra кабріолет 2001 р. - 2005 р.,
Astra універсал 2010 р. - Наш час,
Corsa хетчбек 1993 р. - 2002 р.,
Vectra седан 2002 р. - Наш час,
Combo фургон 1994 р. - 2001 р.,
Signum хетчбек 2003 р. - Наш час,
Insignia універсал 2008 р. - Наш час,
Zafira фургон 2005 р. - Наш час,
Astra універсал 1991 р. - 1998 р.,
Astra седан 1998 р. - 2009 р.,
Vectra універсал 2003 р. - Наш час,
Astra седан 1991 р. - 1998 р.,
Astra універсал 1998 р. - 2005 р.,
Combo мінівен 2001 р. - Наш час,
Astra хетчбек 2004 р. - 2014 р.,
Combo легковий фургон 2001 р. - Наш час,
Meriva мінівен 2003 р. - 2010 р.,
Astra кабріолет 1993 р. - 2001 р.,
Astra седан 2012 р. - Наш час,
Corsa хетчбек 2006 р. - Наш час,
Vectra хетчбек 1995 р. - 2003 р.,
Insignia седан 2008 р. - Наш час,
Astra седан 2007 р. - 2014 р.,
Astra універсал 1998 р. - 2009 р.,
Astra фургон 2004 р. - 2010 р.,
Mokka позашляховик 2012 р. - Наш час,
Vectra хетчбек 2002 р. - Наш час,
Zafira мінівен 1999 р. - 2005 р.,
Astra універсал 2004 р. - 2014 р.,
Zafira мінівен 2011 р. - Наш час,
Astra купе 2000 р. - 2005 р.,
Astra універсал 2009 р. - Наш час,
Tigra кабріолет 2004 р. - Наш час,
Astra хетчбек 2005 р. - 2010 р.,
Corsa хетчбек 2000 р. - 2009 р.,
Astra хетчбек 2011 р. - Наш час,
Astra седан 1998 р. - 2002 р.,
Tigra купе 1994 р. - 2000 р.,
Astra хетчбек 2009 р. - Наш час,
Astra фургон 1991 р. - 1999 р.,
Astra фургон 1999 р. - 2005 р.,
Corsa хетчбек 2014 р. - Наш час|
9-3 кабріолет 2003 р. - 2015 р.,
9-3 універсал 2005 р. - 2015 р.,
9-3 седан 2002 р. - 2015 р.|
"
143201902,Reinz,14-32019-02 Reinz Болт головки циліндра, , ,"FORD|
","Scorpio седан 1994 р. - 1998 р.,
Transit з бортом 1994 р. - 2000 р.,
Transit Tourneo автобус 1994 р. - 2000 р.,
Scorpio універсал 1994 р. - 1998 р.,
Transit фургон 2000 р. - 2006 р.,
Galaxy мінівен 1995 р. - 2006 р.,
Sierra універсал 1987 р. - 1993 р.,
Scorpio універсал 1988 р. - 1994 р.,
Transit автобус 2000 р. - 2006 р.,
Scorpio хетчбек 1985 р. - 1994 р.,
Scorpio седан 1986 р. - 1994 р.,
Transit фургон 1994 р. - 2000 р.,
Transit автобус 1994 р. - 2000 р.,
Sierra седан 1987 р. - 1993 р.,
Transit з бортом 2000 р. - 2006 р.,
Sierra хетчбек 1987 р. - 1993 р.|
"
