Артикул,Бренд,Название,Характеристики,Аналоги,Марка,Модель
6906003180009P,BLIC,6906003180009P BLIC Паливний бак на Hyundai Santa Fe, , ,"HYUNDAI|
","Santa Fé позашляховик 2000 р. - 2006 р.|
"
95177114,General Motors,95177114 General Motors Паливний бак, , ,,
2563006,Klokkerholm,2563006 Klokkerholm Паливний бак на Ford Fiesta,"Автозапчастини:Об’єм: 42 л|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"FORD|
","Fiesta фургон 1996 р. - 2003 р.|
"
96896440,General Motors,96896440 General Motors Паливний бак, , ,,
110211101010,ЗАЗ,110211101010 ЗАЗ Паливний бак, , ,,
921319F500,Nissan / Infiniti,921319F500 Nissan / Infiniti Паливний бак, , ,"NISSAN|
","Primera седан 1996 р. - 2001 р.,
Micra хетчбек 1992 р. - 2007 р.,
Primera хетчбек 1996 р. - 2002 р.,
Primera хетчбек 2002 р. - Наш час,
Pathfinder позашляховик 1995 р. - 2004 р.,
Almera хетчбек 1995 р. - 2000 р.,
200 SX купе 1988 р. - 1995 р.,
Almera седан 1995 р. - 2000 р.,
Pick Up пікап 1997 р. - 2010 р.,
Primera універсал 2002 р. - Наш час,
Primera універсал 1996 р. - 2002 р.,
Patrol позашляховик 1997 р. - Наш час,
Primera седан 2002 р. - Наш час|
"
5022008,Klokkerholm,5022008 Klokkerholm Паливний бак,"Автозапчастини:Об’єм: 46 л|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","KLOKKERHOLM 5022009|
BLIC 6906-00-5022008P|
","OPEL|
VAUXHALL|
","Corsa фургон 1999 р. - 2000 р.,
Tigra купе 1994 р. - 2000 р.,
Corsa хетчбек 1993 р. - 2002 р.|
"
6906002081008P,BLIC,6906002081008P BLIC Паливний бак на Fiat 126, , ,"FIAT|
FSO|
","126 особливий кузов 1972 р. - 2000 р.|
"
2528006,Klokkerholm,2528006 Klokkerholm Паливний бак,"Автозапчастини:Об’єм: 48 л|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"FORD|
","Escort хетчбек 1985 р. - 1990 р.,
Orion седан 1985 р. - 1990 р.,
Escort кабріолет 1986 р. - 1990 р.,
Escort універсал 1985 р. - 1990 р.|
"
TF69Y0110101010,ЗАЗ,TF69Y0110101010 ЗАЗ Паливний бак, , ,,
2562007,Klokkerholm,2562007 Klokkerholm Паливний бак на Ford Fiesta,"Автозапчастини:Об’єм: 42 л|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","BLIC 6906-00-2562007P|
","FORD|
","Fiesta хетчбек 1989 р. - 1997 р.|
"
2012009,Klokkerholm,2012009 Klokkerholm Паливний бак на Fiat Cinquecento,"Автозапчастини:Об’єм: 35 л|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","BLIC 6906-00-2012009P|
","FIAT|
","Cinquecento хетчбек 1991 р. - 1999 р.|
"
5022009,Klokkerholm,5022009 Klokkerholm Паливний бак на Opel Corsa,"Автозапчастини:Об’єм: 46 л|
Автозапчастини:Пальне: дизель|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","KLOKKERHOLM 5022008|
BLIC 6906-00-5022008P|
","OPEL|
VAUXHALL|
","Corsa фургон 1999 р. - 2000 р.,
Corsa хетчбек 1993 р. - 2002 р.|
"
2012007,Klokkerholm,2012007 Klokkerholm Паливний бак на Fiat Cinquecento,"Автозапчастини:Об’єм: 35 л|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"FIAT|
","Cinquecento хетчбек 1991 р. - 1999 р.|
"
ft53305,Fast,ft53305 Fast Паливний бак на Fiat Seicento,"Автозапчастини:Об’єм: 38 л|
Автозапчастини:Пальне: бензин|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"FIAT|
","Seicento фургон 1998 р. - 2010 р.,
Seicento хетчбек 1998 р. - 2010 р.|
"
5076008,Klokkerholm,5076008 Klokkerholm Паливний бак,"Автозапчастини:Об’єм: 61 л|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"OPEL|
VAUXHALL|
","Ascona седан 1981 р. - 1988 р.,
Ascona хетчбек 1981 р. - 1988 р.,
Vectra седан 1988 р. - 1995 р.,
Vectra хетчбек 1988 р. - 1995 р.|
"
2563009,Klokkerholm,2563009 Klokkerholm Паливний бак на Ford Fiesta,"Автозапчастини:Об’єм: 42 л|
Автозапчастини:Пальне: дизель|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","BLIC 6906-00-2563009P|
","FORD|
","Fiesta хетчбек 1995 р. - 2002 р.|
"
3437006,Klokkerholm,3437006 Klokkerholm Паливний бак на Mazda 626,"Автозапчастини:Об’єм: 60 л|
Автозапчастини:Пальне: дизель|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"MAZDA|
","626 седан 1982 р. - 1990 р.,
626 хетчбек 1982 р. - 1987 р.|
"
3490009,Klokkerholm,3490009 Klokkerholm Паливний бак,"Автозапчастини:Об’єм: 66 л|
Автозапчастини:Пальне: дизель|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"MAZDA|
","E-Serie фургон 1983 р. - 2004 р.,
E-Serie автобус 1984 р. - 2003 р.|
"
2563007,Klokkerholm,2563007 Klokkerholm Паливний бак на Ford Fiesta,"Автозапчастини:Об’єм: 42 л|
Автозапчастини:Пальне: дизель|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"FORD|
","Fiesta фургон 1996 р. - 2003 р.,
Fiesta фургон 1998 р. - 2003 р.|
"
2031008,Klokkerholm,2031008 Klokkerholm Паливний бак на Fiat Seicento,"Автозапчастини:Об’єм: 35 л|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","BLIC 6906-00-2031008P|
","FIAT|
","Seicento фургон 1998 р. - 2010 р.,
Seicento хетчбек 1998 р. - 2010 р.|
"
2551009,Klokkerholm,2551009 Klokkerholm Паливний бак на Ford Sierra,"Автозапчастини:Об’єм: 60 л|
Автозапчастини:Пальне: дизель|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","BLIC 6906-00-2551009P|
","FORD|
","Sierra седан 1987 р. - 1993 р.,
Sierra універсал 1987 р. - 1993 р.,
Sierra хетчбек 1987 р. - 1993 р.|
"
2021007,Klokkerholm,2021007 Klokkerholm Паливний бак на Fiat Uno,"Автозапчастини:Об’єм: 40 л|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","BLIC 6906-00-2021007P|
BLIC 6906-00-2021009P|
","FIAT|
","Uno хетчбек 1983 р. - 2006 р.|
"
2530006,Klokkerholm,2530006 Klokkerholm Паливний бак,"Автозапчастини:Об’єм: 55 л|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"FORD|
","Escort хетчбек 1990 р. - 1995 р.,
Escort хетчбек 1992 р. - 1995 р.,
Orion седан 1990 р. - 1996 р.,
Escort кабріолет 1992 р. - 1995 р.,
Escort універсал 1990 р. - 1995 р.,
Escort універсал 1992 р. - 1995 р.,
Escort кабріолет 1990 р. - 1995 р.|
"
2530007,Klokkerholm,2530007 Klokkerholm Паливний бак,"Автозапчастини:Об’єм: 55 л|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","BLIC 6906-00-2530007P|
","FORD|
","Escort хетчбек 1998 р. - 2000 р.,
Escort кабріолет 1995 р. - 2000 р.,
Escort хетчбек 1995 р. - 2002 р.,
Orion седан 1990 р. - 1996 р.,
Escort кабріолет 1992 р. - 1995 р.,
Escort універсал 1995 р. - 1999 р.,
Escort універсал 1999 р. - 2000 р.,
Escort седан 1993 р. - 1995 р.,
Escort універсал 1992 р. - 1995 р.,
Escort седан 1995 р. - 1999 р.,
Escort хетчбек 1992 р. - 1995 р.|
"
6906001104008P,BLIC,6906001104008P BLIC Паливний бак на Daewoo Tico, , ,"DAEWOO|
","Tico хетчбек 1995 р. - 2000 р.|
"
6906001151006P,BLIC,6906001151006P BLIC Паливний бак, , ,"FSO|
","|
"
2912ZP1,POLCAR,2912ZP1 POLCAR Паливний бак на Daewoo Lanos, , ,"DAEWOO|
","Lanos хетчбек 1997 р. - Наш час,
Lanos седан 1997 р. - Наш час|
"
