Артикул,Бренд,Название,Характеристики,Аналоги,Марка,Модель
12554,Febi,12554 Febi Патрубок клапанної кришки, ,"TOPRAN 501 543|
","BMW|
","Z Series кабріолет 1988 р. - 1991 р.,
5 Series седан 1987 р. - 1995 р.,
5 Series седан 1980 р. - 1987 р.,
3 Series седан 1982 р. - 1992 р.,
3 Series універсал 1987 р. - 1994 р.,
3 Series кабріолет 1985 р. - 1993 р.|
"
1112000200,JP group,1112000200 JP group Патрубок клапанної кришки, , ,"VW|
","Passat універсал 1988 р. - 1997 р.,
Golf універсал 1993 р. - 1999 р.,
Passat седан 1988 р. - 1997 р.,
Golf хетчбек 1991 р. - 1998 р.,
Vento седан 1991 р. - 1998 р.|
"
109614,Topran,109 614 Topran Патрубок клапанної кришки, , ,"SEAT|
VW|
","Alhambra мінівен 1996 р. - 2010 р.,
Cordoba седан 1993 р. - 2002 р.,
Ibiza хетчбек 1993 р. - 2002 р.,
Toledo хетчбек 1991 р. - 1999 р.|
Passat універсал 1988 р. - 1997 р.,
Polo седан 1995 р. - 2006 р.,
Sharan мінівен 1995 р. - 2010 р.,
Golf універсал 1993 р. - 1999 р.,
Passat седан 1988 р. - 1997 р.,
Polo універсал 1997 р. - 2001 р.,
Golf хетчбек 1991 р. - 1998 р.,
Vento седан 1991 р. - 1998 р.|
"
111303,Topran,111 303 Topran Патрубок клапанної кришки, , ,"AUDI|
VW|
","A6 седан 1997 р. - 2005 р.,
A6 універсал 1997 р. - 2005 р.,
A4 універсал 1994 р. - 2001 р.,
A4 седан 1994 р. - 2001 р.|
Passat універсал 2000 р. - 2005 р.,
Passat універсал 1997 р. - 2001 р.,
Passat седан 2000 р. - 2005 р.,
Passat седан 1996 р. - 2001 р.|
"
1112000100,JP group,1112000100 JP group Патрубок клапанної кришки, , ,"AUDI|
VW|
","100 седан 1982 р. - 1991 р.,
80 седан 1978 р. - 1987 р.,
80 седан 1986 р. - 1991 р.,
100 універсал 1982 р. - 1990 р.|
Passat універсал 1980 р. - 1989 р.,
Passat седан 1984 р. - 1989 р.,
Passat хетчбек 1979 р. - 1989 р.|
"
107396,Topran,107 396 Topran Патрубок клапанної кришки, , ,"SEAT|
VW|
","Toledo хетчбек 1991 р. - 1999 р.|
Passat універсал 1988 р. - 1997 р.,
Jetta седан 1983 р. - 1992 р.,
Golf хетчбек 1983 р. - 1992 р.,
Passat седан 1988 р. - 1997 р.|
"
0140010037,Meyle,014 001 0037 Meyle Патрубок клапанної кришки, ,"TRUCKTEC AUTOMOTIVE 02.18.046|
","MERCEDES-BENZ|
","M-Class позашляховик 2005 р. - 2011 р.,
C-Class седан 2000 р. - 2007 р.,
CLK-Class кабріолет 1998 р. - 2002 р.,
C-Class купе 2001 р. - 2011 р.,
C-Class універсал 2001 р. - 2007 р.,
CLS купе 2004 р. - 2021 р.,
CLK-Class кабріолет 2003 р. - 2010 р.,
SLK кабріолет 1996 р. - 2004 р.,
Vito / Mixto фургон 2003 р. - Наш час,
E-Class седан 2002 р. - 2009 р.,
S-Class купе 1999 р. - 2006 р.,
R-Class мінівен 2005 р. - Наш час,
E-Class седан 1995 р. - 2003 р.,
SL кабріолет 1989 р. - 2001 р.,
CLK-Class купе 2002 р. - 2009 р.,
M-Class позашляховик 1998 р. - 2005 р.,
Vito автобус 2003 р. - Наш час,
S-Class седан 1998 р. - 2005 р.,
C-Class седан 1993 р. - 2000 р.,
E-Class універсал 1996 р. - 2003 р.,
Viano мінівен 2003 р. - Наш час,
CLK-Class купе 1997 р. - 2002 р.,
E-Class універсал 2003 р. - 2009 р.,
SLK кабріолет 2004 р. - 2011 р.,
C-Class універсал 1996 р. - 2001 р.,
SL кабріолет 2001 р. - 2012 р.,
G-Class позашляховик 1989 р. - Наш час|
"
0140090035,Meyle,014 009 0035 Meyle Патрубок клапанної кришки, , ,"MERCEDES-BENZ|
","G-Class позашляховик 1979 р. - 1993 р.,
Kombi універсал 1985 р. - 1993 р.,
Coupe купе 1987 р. - 1993 р.,
190 седан 1982 р. - 1993 р.,
G-Class позашляховик 1989 р. - Наш час,
E-Class седан 1984 р. - 1993 р.|
"
1112000500,JP group,1112000500 JP group Патрубок клапанної кришки, , ,"AUDI|
SEAT|
VW|
","100 седан 1990 р. - 1994 р.,
A6 універсал 1994 р. - 1997 р.,
100 універсал 1990 р. - 1994 р.,
A6 седан 1994 р. - 1997 р.|
Cordoba універсал 1996 р. - 2002 р.,
Cordoba седан 1993 р. - 2002 р.,
Ibiza хетчбек 1993 р. - 2002 р.,
Toledo хетчбек 1991 р. - 1999 р.|
Passat універсал 1988 р. - 1997 р.,
Polo седан 1995 р. - 2006 р.,
Caddy фургон 1995 р. - 2004 р.,
Polo хетчбек 1994 р. - 1999 р.,
Golf універсал 1993 р. - 1999 р.,
Passat седан 1988 р. - 1997 р.,
Polo універсал 1997 р. - 2001 р.,
Caddy пікап 1996 р. - 2000 р.,
Golf хетчбек 1991 р. - 1998 р.,
Caddy універсал 1995 р. - 2004 р.,
Vento седан 1991 р. - 1998 р.,
Golf кабріолет 1993 р. - 1998 р.|
"
0140010036,Meyle,014 001 0036 Meyle Патрубок клапанної кришки, ,"TRUCKTEC AUTOMOTIVE 02.18.045|
","MERCEDES-BENZ|
","M-Class позашляховик 2005 р. - 2011 р.,
C-Class седан 2000 р. - 2007 р.,
CLK-Class кабріолет 1998 р. - 2002 р.,
C-Class купе 2001 р. - 2011 р.,
C-Class універсал 2001 р. - 2007 р.,
CLS купе 2004 р. - 2021 р.,
CLK-Class кабріолет 2003 р. - 2010 р.,
SLK кабріолет 1996 р. - 2004 р.,
Vito / Mixto фургон 2003 р. - Наш час,
E-Class седан 2002 р. - 2009 р.,
S-Class купе 1999 р. - 2006 р.,
R-Class мінівен 2005 р. - Наш час,
E-Class седан 1995 р. - 2003 р.,
SL кабріолет 1989 р. - 2001 р.,
CLK-Class купе 2002 р. - 2009 р.,
M-Class позашляховик 1998 р. - 2005 р.,
Vito автобус 2003 р. - Наш час,
S-Class седан 1998 р. - 2005 р.,
C-Class седан 1993 р. - 2000 р.,
E-Class універсал 1996 р. - 2003 р.,
Viano мінівен 2003 р. - Наш час,
CLK-Class купе 1997 р. - 2002 р.,
E-Class універсал 2003 р. - 2009 р.,
SLK кабріолет 2004 р. - 2011 р.,
C-Class універсал 1996 р. - 2001 р.,
SL кабріолет 2001 р. - 2012 р.,
G-Class позашляховик 1989 р. - Наш час|
"
0140010038,Meyle,014 001 0038 Meyle Патрубок клапанної кришки, ,"TRUCKTEC AUTOMOTIVE 02.18.047|
","MERCEDES-BENZ|
","M-Class позашляховик 2005 р. - 2011 р.,
C-Class седан 2000 р. - 2007 р.,
CLK-Class кабріолет 1998 р. - 2002 р.,
C-Class купе 2001 р. - 2011 р.,
C-Class універсал 2001 р. - 2007 р.,
CLS купе 2004 р. - 2021 р.,
CLK-Class кабріолет 2003 р. - 2010 р.,
SLK кабріолет 1996 р. - 2004 р.,
Vito / Mixto фургон 2003 р. - Наш час,
E-Class седан 2002 р. - 2009 р.,
S-Class купе 1999 р. - 2006 р.,
R-Class мінівен 2005 р. - Наш час,
E-Class седан 1995 р. - 2003 р.,
SL кабріолет 1989 р. - 2001 р.,
CLK-Class купе 2002 р. - 2009 р.,
M-Class позашляховик 1998 р. - 2005 р.,
Vito автобус 2003 р. - Наш час,
S-Class седан 1998 р. - 2005 р.,
C-Class седан 1993 р. - 2000 р.,
E-Class універсал 1996 р. - 2003 р.,
Viano мінівен 2003 р. - Наш час,
CLK-Class купе 1997 р. - 2002 р.,
E-Class універсал 2003 р. - 2009 р.,
SLK кабріолет 2004 р. - 2011 р.,
C-Class універсал 1996 р. - 2001 р.,
SL кабріолет 2001 р. - 2012 р.,
G-Class позашляховик 1989 р. - Наш час|
"
11030142701,Vika,11030142701 Vika Патрубок клапанної кришки на Skoda Fabia, , ,"SKODA|
","Fabia фургон 2001 р. - 2007 р.,
Fabia універсал 2000 р. - 2007 р.,
Fabia хетчбек 1999 р. - 2008 р.,
Fabia седан 1999 р. - 2007 р.|
"
0140010039,Meyle,014 001 0039 Meyle Патрубок клапанної кришки, ,"TRUCKTEC AUTOMOTIVE 02.18.048|
TOPRAN 407 867|
","MERCEDES-BENZ|
","M-Class позашляховик 2005 р. - 2011 р.,
C-Class седан 2000 р. - 2007 р.,
CLK-Class кабріолет 1998 р. - 2002 р.,
C-Class купе 2001 р. - 2011 р.,
C-Class універсал 2001 р. - 2007 р.,
CLS купе 2004 р. - 2021 р.,
CLK-Class кабріолет 2003 р. - 2010 р.,
SLK кабріолет 1996 р. - 2004 р.,
Vito / Mixto фургон 2003 р. - Наш час,
E-Class седан 2002 р. - 2009 р.,
S-Class купе 1999 р. - 2006 р.,
R-Class мінівен 2005 р. - Наш час,
E-Class седан 1995 р. - 2003 р.,
SL кабріолет 1989 р. - 2001 р.,
CLK-Class купе 2002 р. - 2009 р.,
M-Class позашляховик 1998 р. - 2005 р.,
Vito автобус 2003 р. - Наш час,
S-Class седан 1998 р. - 2005 р.,
C-Class седан 1993 р. - 2000 р.,
E-Class універсал 1996 р. - 2003 р.,
Viano мінівен 2003 р. - Наш час,
CLK-Class купе 1997 р. - 2002 р.,
E-Class універсал 2003 р. - 2009 р.,
SLK кабріолет 2004 р. - 2011 р.,
C-Class універсал 1996 р. - 2001 р.,
SL кабріолет 2001 р. - 2012 р.,
G-Class позашляховик 1989 р. - Наш час|
"
0140090030,Meyle,014 009 0030 Meyle Патрубок клапанної кришки, , ,"MERCEDES-BENZ|
","Coupe купе 1987 р. - 1993 р.,
E-Class седан 1984 р. - 1993 р.,
190 седан 1982 р. - 1993 р.,
Kombi універсал 1985 р. - 1993 р.|
"
0140090028,Meyle,014 009 0028 Meyle Патрубок клапанної кришки, , ,"MERCEDES-BENZ|
","Coupe купе 1987 р. - 1993 р.,
E-Class седан 1984 р. - 1993 р.,
190 седан 1982 р. - 1993 р.,
Kombi універсал 1985 р. - 1993 р.|
"
206558,Topran,206 558 Topran Патрубок клапанної кришки, , ,"OPEL|
VAUXHALL|
","Combo легковий фургон 2001 р. - Наш час,
Astra купе 2000 р. - 2005 р.,
Vectra універсал 1996 р. - 2003 р.,
Astra хетчбек 1998 р. - 2009 р.,
Zafira мінівен 2005 р. - Наш час,
Astra седан 1998 р. - 2009 р.,
Combo мінівен 2001 р. - Наш час,
Zafira мінівен 1999 р. - 2005 р.,
Astra універсал 1998 р. - 2009 р.,
Vectra хетчбек 1995 р. - 2003 р.,
Vectra седан 1995 р. - 2002 р.,
Astra кабріолет 2001 р. - 2005 р.|
"
111158,Topran,111 158 Topran Патрубок клапанної кришки, , ,"AUDI|
SEAT|
SKODA|
VW|
","A4 універсал 2001 р. - 2004 р.,
A4 седан 2000 р. - 2004 р.,
A4 седан 1994 р. - 2001 р.,
TT купе 1998 р. - 2006 р.,
A6 універсал 1997 р. - 2005 р.,
A4 седан 2004 р. - 2008 р.,
TT кабріолет 1999 р. - 2006 р.,
A3 хетчбек 1996 р. - 2003 р.,
A4 універсал 1994 р. - 2001 р.,
A4 універсал 2004 р. - 2008 р.,
A6 седан 1997 р. - 2005 р.|
Toledo седан 1998 р. - 2006 р.,
Exeo седан 2008 р. - Наш час,
Ibiza хетчбек 2002 р. - 2009 р.,
Leon хетчбек 1999 р. - 2006 р.,
Ibiza хетчбек 1999 р. - 2002 р.,
Exeo універсал 2009 р. - Наш час,
Cordoba седан 1999 р. - 2002 р.|
Superb седан 2001 р. - 2008 р.,
Octavia хетчбек 1996 р. - 2010 р.,
Octavia універсал 1998 р. - 2010 р.|
New Beetle хетчбек 1998 р. - 2010 р.,
Passat універсал 2000 р. - 2005 р.,
Golf універсал 1999 р. - 2006 р.,
New Beetle кабріолет 2002 р. - 2010 р.,
Bora седан 1998 р. - 2013 р.,
Polo хетчбек 2001 р. - 2012 р.,
Golf хетчбек 1997 р. - 2005 р.,
Passat седан 2000 р. - 2005 р.,
Bora універсал 1999 р. - 2005 р.|
"
80756,3RG,80756 3RG Патрубок клапанної кришки, , ,"AUDI|
SEAT|
VW|
","A4 седан 1994 р. - 2001 р.,
A6 седан 1994 р. - 1997 р.,
A6 універсал 1997 р. - 2005 р.,
80 універсал 1991 р. - 1996 р.,
80 седан 1986 р. - 1991 р.,
A6 седан 1997 р. - 2005 р.,
A6 універсал 1994 р. - 1997 р.,
A4 універсал 1994 р. - 2001 р.,
80 седан 1991 р. - 1994 р.|
Cordoba седан 1993 р. - 2002 р.,
Cordoba універсал 1996 р. - 2002 р.,
Inca фургон 1995 р. - 2003 р.,
Toledo хетчбек 1991 р. - 1999 р.,
Alhambra мінівен 1996 р. - 2010 р.,
Ibiza хетчбек 1993 р. - 2002 р.|
Passat універсал 1988 р. - 1997 р.,
Polo седан 1995 р. - 2006 р.,
Caddy фургон 1995 р. - 2004 р.,
Passat седан 1996 р. - 2001 р.,
Sharan мінівен 1995 р. - 2010 р.,
Golf універсал 1993 р. - 1999 р.,
Passat седан 1988 р. - 1997 р.,
Polo універсал 1997 р. - 2001 р.,
Golf хетчбек 1991 р. - 1998 р.,
Passat універсал 1997 р. - 2001 р.,
Caddy універсал 1995 р. - 2004 р.,
Vento седан 1991 р. - 1998 р.|
"
1002240006,Meyle,100 224 0006 Meyle Патрубок клапанної кришки, , ,"AUDI|
SEAT|
SKODA|
VW|
","A4 кабріолет 2002 р. - 2009 р.,
A4 седан 2000 р. - 2004 р.,
A4 седан 1994 р. - 2001 р.,
A4 універсал 2001 р. - 2004 р.,
TT купе 1998 р. - 2006 р.,
A6 універсал 1997 р. - 2005 р.,
A4 седан 2004 р. - 2008 р.,
TT кабріолет 1999 р. - 2006 р.,
A3 хетчбек 1996 р. - 2003 р.,
A4 універсал 1994 р. - 2001 р.,
A4 універсал 2004 р. - 2008 р.,
A6 седан 1997 р. - 2005 р.|
Toledo седан 1998 р. - 2006 р.,
Exeo седан 2008 р. - Наш час,
Ibiza хетчбек 2002 р. - 2009 р.,
Leon хетчбек 1999 р. - 2006 р.,
Exeo універсал 2009 р. - Наш час,
Cordoba седан 1999 р. - 2002 р.|
Superb хетчбек 2008 р. - 2015 р.,
Octavia хетчбек 1996 р. - 2010 р.,
Octavia універсал 1998 р. - 2010 р.|
New Beetle хетчбек 1998 р. - 2010 р.,
Passat універсал 2000 р. - 2005 р.,
Golf універсал 1999 р. - 2006 р.,
New Beetle кабріолет 2002 р. - 2010 р.,
Bora седан 1998 р. - 2013 р.,
Polo хетчбек 2001 р. - 2012 р.,
Golf хетчбек 1997 р. - 2005 р.,
Passat седан 2000 р. - 2005 р.,
Bora універсал 1999 р. - 2005 р.|
"
61368373700,BMW / MINI,61368373700 BMW / MINI Патрубок клапанної кришки, , ,"BMW|
","X5 позашляховик 2006 р. - 2013 р.,
6 Series кабріолет 2004 р. - 2010 р.,
5 Series універсал 2004 р. - 2010 р.,
6 Series купе 2004 р. - 2010 р.,
7 Series седан 2001 р. - 2009 р.,
5 Series седан 2001 р. - 2010 р.|
"
0210060,Trucktec Automotive,02.10.060 Trucktec Automotive Патрубок клапанної кришки, , ,"MERCEDES-BENZ|
","G-Class позашляховик 1979 р. - 1993 р.,
T1/TN з бортом 1981 р. - 1995 р.,
T1/TN легковий фургон 1981 р. - 1995 р.,
Kombi універсал 1985 р. - 1993 р.,
T1 автобус 1977 р. - 1996 р.,
T1 фургон 1982 р. - 1996 р.,
T1 з бортом 1977 р. - 1996 р.,
190 седан 1982 р. - 1993 р.,
G-Class позашляховик 1989 р. - Наш час,
E-Class седан 1984 р. - 1993 р.,
T1 фургон 1977 р. - 1996 р.|
"
0210062,Trucktec Automotive,02.10.062 Trucktec Automotive Патрубок клапанної кришки, ,"MEYLE 014 001 0003|
TOPRAN 408 047|
","MERCEDES-BENZ|
","G-Class позашляховик 1979 р. - 1993 р.,
Vito фургон 1997 р. - 2003 р.,
Kombi універсал 1985 р. - 1993 р.,
Sprinter з бортом 1996 р. - 2006 р.,
T1 автобус 1977 р. - 1996 р.,
T1 фургон 1982 р. - 1996 р.,
Sprinter з бортом 1995 р. - 2006 р.,
Sprinter фургон 1996 р. - 2006 р.,
Vito автобус 1996 р. - 2003 р.,
T1 з бортом 1977 р. - 1996 р.,
190 седан 1982 р. - 1993 р.,
Sprinter автобус 1995 р. - 2006 р.,
E-Class седан 1993 р. - 1996 р.,
G-Class позашляховик 1989 р. - Наш час,
Sprinter фургон 1995 р. - 2006 р.,
E-Class седан 1984 р. - 1993 р.,
T1 фургон 1977 р. - 1996 р.|
"
130109910,Automega,130109910 Automega Патрубок клапанної кришки, , ,"OPEL|
","Astra кабріолет 1993 р. - 2001 р.,
Astra універсал 1991 р. - 1998 р.,
Vectra універсал 1996 р. - 2003 р.,
Astra хетчбек 1998 р. - 2009 р.,
Calibra купе 1990 р. - 1997 р.,
Astra хетчбек 1991 р. - 1998 р.,
Astra седан 1998 р. - 2009 р.,
Astra седан 1991 р. - 1998 р.,
Astra універсал 1998 р. - 2009 р.,
Vectra хетчбек 1995 р. - 2003 р.,
Vectra седан 1995 р. - 2002 р.|
"
