Артикул,Бренд,Название,Характеристики,Аналоги,Марка,Модель
0196070,MTS,01.96070 MTS Глушник вихлопних газів кінцевий на Fiat Punto, ,"WALKER 23939|
BOSAL 148-309|
ASMET 16.043|
","FIAT|
","Punto фургон 2000 р. - 2009 р.,
Punto хетчбек 1999 р. - 2012 р.|
"
0167690,MTS,01.67690 MTS Глушник вихлопних газів кінцевий, , ,"SKODA|
","Felicia хетчбек 1998 р. - 2001 р.,
Favorit хетчбек 1989 р. - 1994 р.,
Felicia хетчбек 1994 р. - 1998 р.|
"
0966,Polmostrow,0966 Polmostrow Глушник вихлопних газів кінцевий на Honda Civic, , ,"HONDA|
","Civic купе 1993 р. - 1996 р.,
Civic седан 1995 р. - 2001 р.,
Civic хетчбек 1991 р. - 1995 р.,
Civic купе 1996 р. - 2000 р.,
Civic седан 1991 р. - 1995 р.,
Civic універсал 1998 р. - 2001 р.|
"
17606,Polmostrow,17606 Polmostrow Глушник вихлопних газів кінцевий на Opel Omega, , ,"OPEL|
","Omega седан 1994 р. - 2003 р.,
Omega універсал 1994 р. - 2003 р.|
"
0195170,MTS,01.95170 MTS Глушник вихлопних газів кінцевий на Volkswagen Golf, , ,"VW|
","Golf кабріолет 1993 р. - 1998 р.,
Golf хетчбек 1991 р. - 1998 р.,
Golf кабріолет 1998 р. - 2002 р.|
"
0165280,MTS,01.65280 MTS Глушник вихлопних газів кінцевий, , ,"CITROËN|
PEUGEOT|
","C4 седан 2006 р. - Наш час,
C4 хетчбек 2004 р. - 2011 р.,
C4 купе 2004 р. - 2011 р.|
307 хетчбек 2000 р. - Наш час|
"
220005,Bosal,220-005 Bosal Глушник вихлопних газів кінцевий, , ,"SEAT|
SKODA|
","Cordoba седан 2002 р. - 2009 р.|
Fabia фургон 2001 р. - 2007 р.,
Fabia універсал 2000 р. - 2007 р.,
Fabia седан 1999 р. - 2007 р.,
Fabia універсал 2007 р. - 2014 р.|
"
0160817,MTS,01.60817 MTS Глушник вихлопних газів кінцевий, ,"BOSAL 278-423|
ASMET 10.073|
","RENAULT|
","Thalia седан 1998 р. - Наш час|
"
0169840,MTS,01.69840 MTS Глушник вихлопних газів кінцевий на Volkswagen Transporter, , ,"VW|
","Transporter автобус 1990 р. - 2003 р.,
Transporter з бортом 1990 р. - 2003 р.,
Transporter фургон 1990 р. - 2003 р.|
"
185999,Bosal,185-999 Bosal Глушник вихлопних газів кінцевий, ,"MTS 01.64160|
ASMET 05.008|
WALKER 70327|
","OPEL|
VAUXHALL|
","Astra хетчбек 1991 р. - 1998 р.,
Kadett хетчбек 1984 р. - 1991 р.,
Kadett кабріолет 1986 р. - 1993 р.|
"
185021,Bosal,185-021 Bosal Глушник вихлопних газів кінцевий, ,"MTS 01.63590|
","OPEL|
VAUXHALL|
","Kadett седан 1984 р. - 1993 р.,
Astra седан 1991 р. - 1998 р.|
"
15232,Polmostrow,15232 Polmostrow Глушник вихлопних газів кінцевий, , ,"NISSAN|
","Micra хетчбек 2002 р. - 2010 р.,
Note мінівен 2005 р. - 2012 р.,
Micra кабріолет 2005 р. - Наш час|
"
08363,Polmostrow,08363 Polmostrow Середній глушник вихлопних газів, , ,"FORD|
","Sierra хетчбек 1987 р. - 1993 р.,
Sierra седан 1987 р. - 1993 р.,
Sierra універсал 1987 р. - 1993 р.,
Transit фургон 1991 р. - 1994 р.|
"
0858,Polmostrow,0858 Polmostrow Середній глушник вихлопних газів, , ,"FORD|
","Focus універсал 2004 р. - 2012 р.,
Focus хетчбек 2004 р. - 2012 р.,
Focus хетчбек 1998 р. - 2007 р.,
C-Max мінівен 2007 р. - 2010 р.,
Focus кабріолет 2006 р. - 2011 р.,
Focus седан 2005 р. - Наш час,
Focus мінівен 2003 р. - 2007 р.,
Mondeo універсал 2000 р. - 2007 р.|
"
2420,Polmostrow,2420 Polmostrow Глушник вихлопних газів кінцевий, , ,"SKODA|
","Felicia хетчбек 1998 р. - 2001 р.,
Felicia універсал 1998 р. - 2001 р.,
Felicia хетчбек 1994 р. - 1998 р.,
Felicia універсал 1995 р. - 1998 р.,
Favorit універсал 1988 р. - 1995 р.,
Favorit хетчбек 1989 р. - 1994 р.|
"
17581,Polmostrow,17581 Polmostrow Глушник вихлопних газів кінцевий, , ,"OPEL|
","Astra універсал 1998 р. - 2009 р.,
Vectra хетчбек 1988 р. - 1995 р.,
Astra хетчбек 1998 р. - 2009 р.,
Astra седан 1998 р. - 2009 р.|
"
0209,Polmostrow,0209 Polmostrow Глушник вихлопних газів кінцевий, , ,"DACIA|
RENAULT|
","Logan фургон 2009 р. - Наш час,
Logan універсал 2007 р. - Наш час,
Logan пікап 2008 р. - Наш час,
Logan седан 2004 р. - Наш час|
Logan універсал 2007 р. - Наш час,
Logan фургон 2007 р. - Наш час|
"
3037,Polmostrow,3037 Polmostrow Глушник вихлопних газів кінцевий на Volkswagen Passat, , ,"VW|
","Passat універсал 1988 р. - 1997 р.,
Passat седан 1988 р. - 1997 р.|
"
1742,Polmostrow,1742 Polmostrow Глушник вихлопних газів кінцевий, , ,"OPEL|
","Tigra купе 1994 р. - 2000 р.,
Corsa хетчбек 1993 р. - 2002 р.,
Corsa універсал 1999 р. - 2002 р.,
Astra хетчбек 1991 р. - 1998 р.,
Combo фургон 1994 р. - 2001 р.,
Corsa фургон 1999 р. - 2000 р.|
"
185135,Bosal,185-135 Bosal Глушник вихлопних газів кінцевий на Opel Vectra, , ,"OPEL|
VAUXHALL|
","Vectra седан 1988 р. - 1995 р.|
"
15137,Polmostrow,15137 Polmostrow Глушник вихлопних газів кінцевий, , ,"NISSAN|
","Primera універсал 1990 р. - 1998 р.,
Sunny хетчбек 1990 р. - 1995 р.,
Primera хетчбек 1990 р. - 1996 р.,
Sunny седан 1986 р. - 1991 р.,
Sunny седан 1990 р. - 1996 р.,
Primera седан 1990 р. - 1996 р.|
"
135721,Bosal,135-721 Bosal Глушник вихлопних газів кінцевий, , ,"CITROËN|
PEUGEOT|
TOYOTA|
","C1 хетчбек 2005 р. - Наш час|
107 хетчбек 2005 р. - Наш час|
Aygo хетчбек 2005 р. - Наш час|
"
1714,Polmostrow,1714 Polmostrow Глушник вихлопних газів кінцевий на Opel Astra, , ,"OPEL|
","Astra хетчбек 2004 р. - 2014 р.,
Astra універсал 2009 р. - Наш час,
Astra універсал 2004 р. - 2014 р.,
Astra універсал 1998 р. - 2009 р.,
Astra універсал 1998 р. - 2005 р.,
Astra фургон 2004 р. - 2010 р.,
Astra хетчбек 1998 р. - 2009 р.,
Astra хетчбек 2009 р. - Наш час,
Astra хетчбек 2005 р. - 2010 р.|
"
21296,Polmostrow,21296 Polmostrow Глушник вихлопних газів кінцевий, , ,"RENAULT|
","Scénic мінівен 2003 р. - Наш час,
Scénic мінівен 1999 р. - 2003 р.,
Megane купе 1996 р. - 2003 р.,
Megane хетчбек 2002 р. - 2011 р.,
Grand Scénic мінівен 2004 р. - Наш час,
Megane седан 2003 р. - Наш час,
Megane кабріолет 2003 р. - 2009 р.,
Megane універсал 2003 р. - 2012 р.,
Megane хетчбек 2008 р. - Наш час|
"
15369,Polmostrow,15369 Polmostrow Глушник вихлопних газів кінцевий на Nissan Almera, , ,"NISSAN|
","Almera седан 2000 р. - Наш час,
Almera хетчбек 2000 р. - Наш час|
"
08669,Polmostrow,08669 Polmostrow Глушник вихлопних газів кінцевий, , ,"FORD|
","Fusion універсал 2002 р. - 2012 р.,
Orion седан 1983 р. - 1986 р.|
"
0509,Polmostrow,0509 Polmostrow Глушник вихлопних газів кінцевий на Daewoo Lanos, , ,"DAEWOO|
","Lanos хетчбек 1997 р. - Наш час,
Lanos седан 1997 р. - Наш час|
"
21299,Polmostrow,21299 Polmostrow Глушник вихлопних газів кінцевий, , ,"RENAULT|
","Scénic мінівен 2003 р. - Наш час,
Megane хетчбек 2002 р. - 2011 р.,
Grand Scénic мінівен 2004 р. - Наш час,
Megane седан 2003 р. - Наш час,
Megane кабріолет 2003 р. - 2009 р.,
Megane універсал 2003 р. - 2012 р.|
"
0167000,MTS,01.67000 MTS Глушник вихлопних газів кінцевий на Ford Fiesta, , ,"FORD|
","Fiesta хетчбек 1989 р. - 1997 р.|
"
0164700,MTS,01.64700 MTS Глушник вихлопних газів кінцевий на Volkswagen Golf, , ,"VW|
","Golf кабріолет 1993 р. - 1998 р.,
Golf хетчбек 1991 р. - 1998 р.,
Golf кабріолет 1998 р. - 2002 р.|
"
